branch_id,branch_name,tipo_operacao,etapa_campanha,numeros_da_sorte
109586,Colégio Equipe Jovem,Autosserviço,Atingiu requisito mínimo + isaac Score,4
25328,Colégio Espaço Educar,Autosserviço,Não atingiu requisito mínimo,0
26891,Colégio Esperança,Autosserviço,Não atingiu requisito mínimo,0
107717,Colégio Estrela Maior,Autosserviço,Não atingiu requisito mínimo,0
110004,Colégio Evangélico Jerusalém,Autosserviço,Atingiu requisito mínimo + CR,2
111093,Colégio Evoluti,Autosserviço,Atingiu requisito mínimo,1
109039,Colégio Evolução,Autosserviço,Não atingiu requisito mínimo,0
22527,Colégio Excelso,Autosserviço,Não atingiu requisito mínimo,0
106880,Colégio Excelência,Autosserviço,Não atingiu requisito mínimo,0
104479,Colégio Executivo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
27984,Colégio Expoente negócio,Autosserviço,Não atingiu requisito mínimo,0
109153,Colégio Expressão,Autosserviço,Atingiu requisito mínimo + CR,2
105563,Colégio FINAMA Boulevard,Autosserviço,Atingiu requisito mínimo + isaac Score,4
109302,Colégio Faam,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
106967,Colégio Felisberta de França,Autosserviço,Não atingiu requisito mínimo,0
12296,Colégio Fera Kids,Autosserviço,Não atingiu requisito mínimo,0
147,Colégio Fernandes Ribeiro,Autosserviço,Atingiu requisito mínimo,2
23231,Colégio Ferreira Bonifácio,Autosserviço,Atingiu requisito mínimo,1
26783,Colégio Filadélfia,Autosserviço,Atingiu requisito mínimo + CR,2
107730,Colégio Floresta,Autosserviço,Atingiu requisito mínimo + isaac Score,4
107818,Colégio Floresta Senador Canedo,Autosserviço,Não atingiu requisito mínimo,0
107310,Colégio Força Maxima,Autosserviço,Atingiu requisito mínimo + CR,4
107433,Colégio Força Máxima - Duque de Caxias,Autosserviço,Atingiu requisito mínimo + CR,4
107436,Colégio Força Máxima - Nova Friburgo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
107432,Colégio Força Máxima - Nova Iguaçu,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
107429,Colégio Força Máxima - Piabetá,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
107431,Colégio Força Máxima - São Gonçalo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
108225,Colégio Força Máxima - Taquara,Autosserviço,Atingiu requisito mínimo + CR,4
107422,Colégio Força Máxima - Vila da Penha,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
107435,Colégio Força Máxima - Vilar dos Teles,Autosserviço,Atingiu requisito mínimo + CR,2
108086,Colégio Força Máxima Barra da Tijuca,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
112674,Colégio Força Máxima Duque de Caxias 2,Autosserviço,Não atingiu requisito mínimo,0
3227,Colégio Força Máxima Jardim Primavera,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
12103,Colégio Força Máxima Pechincha,Autosserviço,Não atingiu requisito mínimo,0
107579,Colégio Francano,Autosserviço,Não atingiu requisito mínimo,0
158,Colégio Francisco Eurídice - Fortaleza,Autosserviço,Não atingiu requisito mínimo,0
106314,Colégio Fundamental,Autosserviço,Não atingiu requisito mínimo,0
107822,Colégio Futura,Autosserviço,Atingiu requisito mínimo + CR,3
9517,Colégio Futura - Itaim Paulista,Autosserviço,Não atingiu requisito mínimo,0
109917,Colégio Futuro,Autosserviço,Não atingiu requisito mínimo,0
107322,Colégio Futuro - Caminho de Búzios,Autosserviço,Não atingiu requisito mínimo,0
110770,Colégio Futuro - Unidade Cabo Frio,Autosserviço,Não atingiu requisito mínimo,0
108671,Colégio Futuro - Unidade Jardim Esperança,Autosserviço,Não atingiu requisito mínimo,0
107316,Colégio Futuro - Unidade São Pedro da Aldeia,Autosserviço,Não atingiu requisito mínimo,0
110575,Colégio Futuro Duque de Caxias,Autosserviço,Não atingiu requisito mínimo,0
23558,Colégio Futurum,Autosserviço,Não atingiu requisito mínimo,0
111150,Colégio Fuziyama,Autosserviço,Não atingiu requisito mínimo,0
20478,Colégio Félix Alagoano,Autosserviço,Não atingiu requisito mínimo,0
19183,Colégio GAU Freguesia,Autosserviço,Não atingiu requisito mínimo,0
106902,Colégio GAU Infantil,Autosserviço,Não atingiu requisito mínimo,0
19185,Colégio GAU Penha,Autosserviço,Não atingiu requisito mínimo,0
108087,Colégio Galileu Galilei (Jaú),Autosserviço,Não atingiu requisito mínimo,0
108807,Colégio Galileu Junior,Autosserviço,Atingiu requisito mínimo + isaac Score,2
105524,Colégio Galileu de Caçapava,Autosserviço,Atingiu requisito mínimo + CR,2
104570,Colégio Galle,Autosserviço,Não atingiu requisito mínimo,0
110410,Colégio Gildete Dutra,Autosserviço,Não atingiu requisito mínimo,0
108060,Colégio Girassóis,Autosserviço,Não atingiu requisito mínimo,0
107973,Colégio Gislaine Rosati,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
108726,Colégio Glauber Rocha,Autosserviço,Atingiu requisito mínimo + CR,2
108288,Colégio Gratitude,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
111091,Colégio Guadalajara,Autosserviço,Não atingiu requisito mínimo,0
7160,Colégio Guiomar Dourado,Autosserviço,Não atingiu requisito mínimo,0
110415,Colégio Gálatas - Goiânia,Autosserviço,Atingiu requisito mínimo,1
29236,Colégio Gênesis,Autosserviço,Não atingiu requisito mínimo,0
110014,Colégio Gênios,Autosserviço,Não atingiu requisito mínimo,0
5343,Colégio HBE,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
22491,Colégio Halley,Autosserviço,Não atingiu requisito mínimo,0
108622,Colégio Helena,Autosserviço,Não atingiu requisito mínimo,0
1795,Colégio Hemerlinda Correia,Autosserviço,Não atingiu requisito mínimo,0
24038,Colégio Hostilio Marques - Unidade 1,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
24110,Colégio Hostilio Marques - Unidade 2,Autosserviço,Não atingiu requisito mínimo,0
3779,Colégio Humanista,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
1768,Colégio ICM,Autosserviço,Não atingiu requisito mínimo,0
109514,Colégio Ideal,Autosserviço,Não atingiu requisito mínimo,0
110667,Colégio Imaculada - Montes Claros,Autosserviço,Não atingiu requisito mínimo,0
228,Colégio Impacto - Alcindo Cacela,Autosserviço,Atingiu requisito mínimo + isaac Score,2
225,Colégio Impacto - Augusto Montenegro,Autosserviço,Atingiu requisito mínimo + isaac Score,2
194,Colégio Impacto - BR,Autosserviço,Não atingiu requisito mínimo,0
226,Colégio Impacto - Cidade Nova,Autosserviço,Atingiu requisito mínimo + isaac Score,2
229,Colégio Impacto - São Pedro,Autosserviço,Não atingiu requisito mínimo,0
227,Colégio Impacto Stadium,Autosserviço,Atingiu requisito mínimo + isaac Score,2
193,Colégio Impacto- Senador Lemos,Autosserviço,Atingiu requisito mínimo + isaac Score,2
9240,Colégio Imperial - Unidade III,Autosserviço,Não atingiu requisito mínimo,0
110402,Colégio Império - Unidade II,Autosserviço,Não atingiu requisito mínimo,0
106674,Colégio Incentivo,Autosserviço,Não atingiu requisito mínimo,0
29038,Colégio Incentivo - Recife,Autosserviço,Atingiu requisito mínimo + isaac Score,3
107812,Colégio Infinity,Autosserviço,Atingiu requisito mínimo + isaac Score,2
27375,Colégio Innovare,Autosserviço,Não atingiu requisito mínimo,0
109958,Colégio Inovar De Jacundá,Autosserviço,Não atingiu requisito mínimo,0
107687,Colégio Inovação,Autosserviço,Não atingiu requisito mínimo,0
3305,Colégio Inovação - PE,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
110413,Colégio Integrado Manoel Lôbo - Iguaí BA,Autosserviço,Não atingiu requisito mínimo,0
27865,Colégio Integral,Autosserviço,Não atingiu requisito mínimo,0
106771,Colégio Intelectual Bilíngue,Autosserviço,Atingiu requisito mínimo + isaac Score,4
24903,Colégio Intellectus - SE,Autosserviço,Não atingiu requisito mínimo,0
22965,Colégio Intellectus - SP,Autosserviço,Não atingiu requisito mínimo,0
105466,Colégio Interarte,Autosserviço,Não atingiu requisito mínimo,0
277,Colégio Interativo (Maceió),Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
111302,Colégio Interativo Cecília Meireles,Autosserviço,Não atingiu requisito mínimo,0
104905,Colégio Interação,Autosserviço,Não atingiu requisito mínimo,0
250,Colégio Invictus,Autosserviço,Não atingiu requisito mínimo,0
107391,Colégio Inês Mendes,Autosserviço,Não atingiu requisito mínimo,0
105328,Colégio Ipê,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
107017,Colégio Irei - Unidade Leopoldina,Autosserviço,Atingiu requisito mínimo + CR,4
107014,Colégio Irei Educar,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
107016,Colégio Irei Educar - Unidade Pq São Domingo,Autosserviço,Atingiu requisito mínimo + CR,3
105230,Colégio Isaac Newton - Vila Matilde,Autosserviço,Não atingiu requisito mínimo,0
105229,Colégio Isaac Newton - Vila Santa Tereza (Artur Alvim),Autosserviço,Não atingiu requisito mínimo,0
111226,Colégio Jade - Birigui,Autosserviço,Não atingiu requisito mínimo,0
110276,Colégio Janusa Correa,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
112528,Colégio Jardim Alvorada,Autosserviço,Atingiu requisito mínimo,2
106301,Colégio Jesus Maria José,Autosserviço,Não atingiu requisito mínimo,0
27978,Colégio Joaquim Barroso Neto - BABY,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
106465,Colégio Jorge Amado,Autosserviço,Não atingiu requisito mínimo,0
105733,Colégio Jorge Amado - Itabuna,Autosserviço,Não atingiu requisito mínimo,0
10856,Colégio Josino Gomes,Autosserviço,Não atingiu requisito mínimo,0
105305,Colégio José Benjamin,Autosserviço,Não atingiu requisito mínimo,0
112419,Colégio João Friaza,Autosserviço,Não atingiu requisito mínimo,0
108461,Colégio João Kennedy,Autosserviço,Não atingiu requisito mínimo,0
27569,Colégio João XXIII,Autosserviço,Não atingiu requisito mínimo,0
9116,Colégio Kennedy,Autosserviço,Atingiu requisito mínimo,1
9241,Colégio Kennedy - Unidade II,Autosserviço,Não atingiu requisito mínimo,0
109467,Colégio Kolping,Autosserviço,Não atingiu requisito mínimo,0
109460,Colégio Leonel Amorim,Autosserviço,Não atingiu requisito mínimo,0
107061,Colégio Leonor Gonçalves Peixoto - Coopepe,Autosserviço,Não atingiu requisito mínimo,0
19156,Colégio Liceu Paulo Freire,Autosserviço,Não atingiu requisito mínimo,0
25107,Colégio Lidera,Autosserviço,Não atingiu requisito mínimo,0
5465,Colégio Lince,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
142,Colégio Lira Coutinho,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
108698,Colégio Luz do Saber,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
28026,Colégio Lápis Mágico,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,2
109157,Colégio Lápis de Cor,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
111640,Colégio MAC - Ilha das Flores,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
104782,Colégio Madre Paulina,Autosserviço,Não atingiu requisito mínimo,0
108194,Colégio Magnata e J.E. Janelinha do Céu,Autosserviço,Não atingiu requisito mínimo,0
26674,Colégio Maia,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
108816,Colégio Mais Ânima,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
22075,Colégio Manoel Anacleto,Autosserviço,Atingiu requisito mínimo + isaac Score,2
28910,Colégio Manoel Candido,Autosserviço,Não atingiu requisito mínimo,0
27626,Colégio Manuel da Silva - Álvaro Weyne,Autosserviço,Não atingiu requisito mínimo,0
105099,Colégio Maria Alice.,Autosserviço,Atingiu requisito mínimo + isaac Score,2
105895,Colégio Maria Câncio de Souza,Autosserviço,Não atingiu requisito mínimo,0
2960,Colégio Maria Ester 1,Autosserviço,Atingiu requisito mínimo + isaac Score,3
25091,Colégio Maria Helena,Autosserviço,Não atingiu requisito mínimo,0
26566,Colégio Maria de Fátima,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
9445,Colégio Maria de Lourdes,Autosserviço,Não atingiu requisito mínimo,0
1284,Colégio Marta Silvério,Autosserviço,Não atingiu requisito mínimo,0
26305,Colégio Martina Maximo,Autosserviço,Não atingiu requisito mínimo,0
106297,Colégio Mater Amabilis,Autosserviço,Não atingiu requisito mínimo,0
9524,Colégio Mauro Bezerra,Autosserviço,Atingiu requisito mínimo + isaac Score,1
7502,Colégio Maximus - Macapá,Autosserviço,Não atingiu requisito mínimo,0
110517,Colégio Mediar,Autosserviço,Não atingiu requisito mínimo,0
181,Colégio Menezes e Sousa,Autosserviço,Não atingiu requisito mínimo,0
105040,Colégio Meriti de Éden,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
106657,Colégio Meta,Autosserviço,Não atingiu requisito mínimo,0
6483,Colégio Meta - Unidade 1,Autosserviço,Não atingiu requisito mínimo,0
8337,Colégio Metropolitana,Autosserviço,Não atingiu requisito mínimo,0
9209,Colégio Millennium de Aracaju,Autosserviço,Não atingiu requisito mínimo,0
110862,Colégio Miranda Junior,Autosserviço,Não atingiu requisito mínimo,0
29073,Colégio Mirassol,Autosserviço,Não atingiu requisito mínimo,0
26753,Colégio Modelo São Sebastião,Autosserviço,Atingiu requisito mínimo + isaac Score,2
105933,Colégio Moderno de Maracás,Autosserviço,Não atingiu requisito mínimo,0
28741,Colégio Monteiro Lobato,Autosserviço,Não atingiu requisito mínimo,0
110515,Colégio Monteiro Lobato - Itaporanga,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
111833,Colégio Monteiro Lobato de Peruibe,Autosserviço,Não atingiu requisito mínimo,0
110422,Colégio Montessori - Cristalina,Autosserviço,Não atingiu requisito mínimo,0
10857,Colégio Mozar Anselmo,Autosserviço,Atingiu requisito mínimo,1
25414,Colégio Mãe Admirável,Autosserviço,Não atingiu requisito mínimo,0
109020,Colégio Mãe Rainha,Autosserviço,Não atingiu requisito mínimo,0
109279,Colégio Módulo Saber,Autosserviço,Atingiu requisito mínimo + isaac Score,2
108598,Colégio NH,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
108955,Colégio NOVAÇÃO - M.L EMPREENDIMENTOS EDUCACIONAIS LTDA,Autosserviço,Não atingiu requisito mínimo,0
107957,Colégio Nabla,Autosserviço,Atingiu requisito mínimo,2
107581,Colégio Nacional,Autosserviço,Não atingiu requisito mínimo,0
26287,Colégio Nahim Ahmad,Autosserviço,Não atingiu requisito mínimo,0
106863,Colégio Nangeo,Autosserviço,Não atingiu requisito mínimo,0
108730,Colégio Nossa Senhora Aparecida,Autosserviço,Não atingiu requisito mínimo,0
104729,Colégio Nossa Senhora Aparecida COC,Autosserviço,Atingiu requisito mínimo + isaac Score,4
18280,Colégio Nossa Senhora das Mercês - Nova Friburgo,Autosserviço,Atingiu requisito mínimo + isaac Score,2
106202,Colégio Nossa Senhora de Fátima - CONSEF,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
150,Colégio Nossa Senhora do Carmo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
28111,Colégio Nota Dez,Autosserviço,Não atingiu requisito mínimo,0
6350,Colégio Nova Escola,Autosserviço,Atingiu requisito mínimo + isaac Score,2
108721,Colégio Nova Geração,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
110278,Colégio Nova Geração,Autosserviço,Não atingiu requisito mínimo,0
106420,Colégio Nova Visão,Autosserviço,Não atingiu requisito mínimo,0
107440,Colégio Novo Educar,Autosserviço,Atingiu requisito mínimo,2
112364,Colégio Novo Espaço Santo Antônio de Jesus,Autosserviço,Atingiu requisito mínimo,1
252,Colégio Novo Horizonte,Autosserviço,Não atingiu requisito mínimo,0
109713,Colégio Novo Horizonte - Cabo Frio,Autosserviço,Não atingiu requisito mínimo,0
106207,Colégio Novo Horizonte e Instituto Agnus,Autosserviço,Atingiu requisito mínimo + CR,2
105575,Colégio Novo Ideal - SP,Autosserviço,Atingiu requisito mínimo + CR,2
19016,Colégio Novo Mundo,Autosserviço,Não atingiu requisito mínimo,0
111403,Colégio Novo Saber,Autosserviço,Atingiu requisito mínimo + CR,2
3859,Colégio O Autêntico - Juazeiro do Norte,Autosserviço,Não atingiu requisito mínimo,0
12116,Colégio O Bom Pastor - São Luís - Cohatrac II,Autosserviço,Não atingiu requisito mínimo,0
105323,Colégio O Pequeno Galileu,Autosserviço,Não atingiu requisito mínimo,0
108379,Colégio Objetivo - Santa Maria,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
108380,Colégio Objetivo - Valparaíso de Goiás,Autosserviço,Atingiu requisito mínimo + CR,1
110419,Colégio Objetivo Boituva,Autosserviço,Não atingiu requisito mínimo,0
105279,Colégio Objetivo Matinópolis,Autosserviço,Não atingiu requisito mínimo,0
27068,Colégio Objetivo Parnaíba,Autosserviço,Não atingiu requisito mínimo,0
110009,Colégio Objetivo em Timom,Autosserviço,Atingiu requisito mínimo + CR,3
105978,Colégio Olimpo,Autosserviço,Não atingiu requisito mínimo,0
104896,Colégio Oliveira Galeno,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
23286,Colégio Oliveira Mallet,Autosserviço,Não atingiu requisito mínimo,0
105028,Colégio Ouro Novo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
111402,Colégio PLUS,Autosserviço,Não atingiu requisito mínimo,0
18306,Colégio Padre Reus,Autosserviço,Não atingiu requisito mínimo,0
3962,Colégio Padre Viana,Autosserviço,Não atingiu requisito mínimo,0
27438,Colégio Padrão,Autosserviço,Não atingiu requisito mínimo,0
24870,Colégio Padrão de Ensino,Autosserviço,Não atingiu requisito mínimo,0
19178,Colégio Paes Barreto - Unidade 1,Autosserviço,Não atingiu requisito mínimo,0
20964,Colégio Paes Barreto - Unidade 2,Autosserviço,Não atingiu requisito mínimo,0
28152,Colégio Palavra Viva,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
108840,Colégio Panorâmico,Autosserviço,Não atingiu requisito mínimo,0
109090,Colégio Paraquett,Autosserviço,Não atingiu requisito mínimo,0
110248,Colégio Parque,Autosserviço,Não atingiu requisito mínimo,0
27542,Colégio Passo a Passo,Autosserviço,Não atingiu requisito mínimo,0
23554,Colégio Pastorzinho,Autosserviço,Não atingiu requisito mínimo,0
112602,Colégio Paulo Avelar,Autosserviço,Não atingiu requisito mínimo,0
26484,Colégio Paulo Freire,Autosserviço,Não atingiu requisito mínimo,0
27980,Colégio Pedacinho do Céu negócio,Autosserviço,Não atingiu requisito mínimo,0
106149,Colégio Pequeno Príncipe,Autosserviço,Não atingiu requisito mínimo,0
28212,Colégio Pequeno Príncipe negócio,Autosserviço,Atingiu requisito mínimo + isaac Score,4
106334,Colégio Percepção Irajá,Autosserviço,Não atingiu requisito mínimo,0
26007,Colégio Perspectiva,Autosserviço,Não atingiu requisito mínimo,0
7439,Colégio Perspectiva - Candeias,Autosserviço,Atingiu requisito mínimo + CR,2
108645,Colégio Petrônio,Autosserviço,Não atingiu requisito mínimo,0
28116,Colégio Phoenix,Autosserviço,Não atingiu requisito mínimo,0
105579,Colégio Piaget Almenara,Autosserviço,Não atingiu requisito mínimo,0
111258,Colégio Pitágoras - Presidente Prudente,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
20522,Colégio Planeta Criança,Autosserviço,Não atingiu requisito mínimo,0
105356,Colégio Plenitude,Autosserviço,Não atingiu requisito mínimo,0
108041,Colégio Poente do Sol,Autosserviço,Atingiu requisito mínimo + CR,4
108073,Colégio Poente do Sol - Unidade II,Autosserviço,Atingiu requisito mínimo + CR,3
108074,Colégio Poente do Sol - Unidade III,Autosserviço,Atingiu requisito mínimo + CR,4
25238,Colégio Politécnico Absoluto,Autosserviço,Atingiu requisito mínimo + isaac Score,3
3932,Colégio Pontes,Autosserviço,Atingiu requisito mínimo,1
110156,Colégio Potencial Recanto,Autosserviço,Não atingiu requisito mínimo,0
8207,Colégio Pouso Alegre,Autosserviço,Não atingiu requisito mínimo,0
24513,Colégio Preludio - Unidade 1,Autosserviço,Atingiu requisito mínimo + CR,1
23545,Colégio Preludio - Unidade 2,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
111623,Colégio Premere de Maringá,Autosserviço,Atingiu requisito mínimo + isaac Score,4
26285,Colégio Premium - Belém,Autosserviço,Atingiu requisito mínimo + isaac Score,4
24509,Colégio Prestes Maia,Autosserviço,Atingiu requisito mínimo,3
109174,Colégio Primeira Opção,Autosserviço,Atingiu requisito mínimo + isaac Score,4
110755,Colégio Primeiro Mundo,Autosserviço,Não atingiu requisito mínimo,0
8914,Colégio Pro-Futuro,Autosserviço,Não atingiu requisito mínimo,0
104490,Colégio Prof. José Silveira,Autosserviço,Não atingiu requisito mínimo,0
23170,Colégio Professor Anselmo,Autosserviço,Atingiu requisito mínimo + CR,2
112317,Colégio Radial,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
8979,Colégio Radiar,Autosserviço,Não atingiu requisito mínimo,0
25972,Colégio Raio de Luz - Ceará,Autosserviço,Não atingiu requisito mínimo,0
110258,Colégio Ramo da Videira,Autosserviço,Não atingiu requisito mínimo,0
139,Colégio Rebouças,Autosserviço,Atingiu requisito mínimo + CR,2
107200,Colégio Reis Magos,Autosserviço,Não atingiu requisito mínimo,0
23692,Colégio Renascer Matinhense - Matinha/MA,Autosserviço,Não atingiu requisito mínimo,0
110355,Colégio Riachuelo,Autosserviço,Atingiu requisito mínimo,1
112477,Colégio Riachuelo - Unid Camobi,Autosserviço,Atingiu requisito mínimo + isaac Score,2
9473,Colégio Ribeiro Maia SBC/SP,Autosserviço,Não atingiu requisito mínimo,0
105465,Colégio Ricardo Rodrigues Alves,Autosserviço,Não atingiu requisito mínimo,0
108344,Colégio Rio Branco Objetivo,Autosserviço,Não atingiu requisito mínimo,0
26443,Colégio Rosa de Saron 2,Autosserviço,Não atingiu requisito mínimo,0
26442,Colégio Rosa de Saron 3,Autosserviço,Não atingiu requisito mínimo,0
107956,Colégio Rosati,Autosserviço,Atingiu requisito mínimo + CR,3
266,Colégio Sagrada Família - PE,Autosserviço,Atingiu requisito mínimo + isaac Score,4
110417,Colégio Sagrado Coração - Araguari,Autosserviço,Não atingiu requisito mínimo,0
104699,Colégio Saint Thomas,Autosserviço,Não atingiu requisito mínimo,0
6063,Colégio Salmista,Autosserviço,Atingiu requisito mínimo + isaac Score,3
219,Colégio Salomé Bastos,Autosserviço,Não atingiu requisito mínimo,0
111320,Colégio San Bernard,Autosserviço,Atingiu requisito mínimo,1
19173,Colégio Sanches Rosa,Autosserviço,Não atingiu requisito mínimo,0
105635,Colégio Santa Beatriz,Autosserviço,Não atingiu requisito mínimo,0
3367,Colégio Santa Bárbara,Autosserviço,Não atingiu requisito mínimo,0
27060,Colégio Santa Clara,Autosserviço,Não atingiu requisito mínimo,0
24569,Colégio Santa Cruz,Autosserviço,Não atingiu requisito mínimo,0
104857,Colégio Santa Helena,Autosserviço,Não atingiu requisito mínimo,0
24310,Colégio Santa Inês,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
19080,Colégio Santa Izabel,Autosserviço,Não atingiu requisito mínimo,0
104823,Colégio Santa Lucia - São João de Meriti,Autosserviço,Não atingiu requisito mínimo,0
108733,Colégio Santa Marta - CSM,Autosserviço,Atingiu requisito mínimo + CR,3
24639,Colégio Santa Teresinha - PI,Autosserviço,Não atingiu requisito mínimo,0
107488,Colégio Santa Terezinha,Autosserviço,Não atingiu requisito mínimo,0
27025,Colégio Santo Afonso,Autosserviço,Não atingiu requisito mínimo,0
26187,Colégio Santo Antonio GEO,Autosserviço,Não atingiu requisito mínimo,0
105177,Colégio Santo Antônio,Autosserviço,Atingiu requisito mínimo + CR,2
106234,Colégio Santos de Farias,Autosserviço,Não atingiu requisito mínimo,0
9216,Colégio Saraiva Leão,Autosserviço,Não atingiu requisito mínimo,0
105804,Colégio Sarte Nascimento,Autosserviço,Não atingiu requisito mínimo,0
19145,Colégio Seice,Autosserviço,Não atingiu requisito mínimo,0
108042,Colégio Ser Criança - SE,Autosserviço,Não atingiu requisito mínimo,0
106596,Colégio Serrano,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
6347,Colégio Shalom (Juazeiro - BA),Autosserviço,Não atingiu requisito mínimo,0
106751,Colégio Siebra,Autosserviço,Não atingiu requisito mínimo,0
111578,Colégio Signorelli,Autosserviço,Não atingiu requisito mínimo,0
111197,Colégio Silva Abreu,Autosserviço,Atingiu requisito mínimo + isaac Score,3
28225,Colégio Silva Pereira,Autosserviço,Não atingiu requisito mínimo,0
28356,Colégio Silva Pereira II,Autosserviço,Não atingiu requisito mínimo,0
110365,Colégio Siqueira Cezar,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
12295,Colégio Sistema (PA),Autosserviço,Não atingiu requisito mínimo,0
113161,Colégio Soberano,Autosserviço,Atingiu requisito mínimo + isaac Score,2
110742,Colégio Sonho da Fantasia - Vila Velha,Autosserviço,Não atingiu requisito mínimo,0
105457,Colégio Sonhos de Criança,Autosserviço,Não atingiu requisito mínimo,0
236,Colégio Sophos (Augusto Montenegro),Autosserviço,Não atingiu requisito mínimo,0
234,Colégio Sophos (Paragominas),Autosserviço,Não atingiu requisito mínimo,0
235,Colégio Sophos (Tavares Bastos),Autosserviço,Não atingiu requisito mínimo,0
5048,Colégio Souza Leão - Jaboatão,Autosserviço,Não atingiu requisito mínimo,0
104743,Colégio Souza e Almeida,Autosserviço,Não atingiu requisito mínimo,0
106721,Colégio Stafford,Autosserviço,Não atingiu requisito mínimo,0
20960,Colégio Star - Alagoinhas,Autosserviço,Não atingiu requisito mínimo,0
11997,Colégio Super Star,Autosserviço,Não atingiu requisito mínimo,0
26582,Colégio Supere,Autosserviço,Atingiu requisito mínimo,3
28669,Colégio Supremo,Autosserviço,Não atingiu requisito mínimo,0
24533,Colégio São Jorge,Autosserviço,Atingiu requisito mínimo + CR,2
9665,Colégio São José - CENESJ,Autosserviço,Atingiu requisito mínimo,1
106302,Colégio São José - CSJ,Autosserviço,Não atingiu requisito mínimo,0
9438,Colégio São José - Teresina MPS,Autosserviço,Atingiu requisito mínimo + isaac Score,2
9190,Colégio São José - Teresina Ruimar,Autosserviço,Atingiu requisito mínimo,1
106754,Colégio São Judas Tadeu - MT,Autosserviço,Atingiu requisito mínimo + CR,3
5727,Colégio São Lazaro,Autosserviço,Não atingiu requisito mínimo,0
105652,Colégio São Mateus,Autosserviço,Não atingiu requisito mínimo,0
107064,Colégio São Mateus - Anadia,Autosserviço,Não atingiu requisito mínimo,0
106835,Colégio São Paulo - Atibaia,Autosserviço,Atingiu requisito mínimo,3
105636,Colégio Tales de Mileto - Chapada dos Guimarães/MT,Autosserviço,Não atingiu requisito mínimo,0
110893,Colégio Tarsila do Amaral - Limeira/SP,Autosserviço,Não atingiu requisito mínimo,0
1739,Colégio Terra Brasilis,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
27301,Colégio Torres Vasconcelos,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
110926,Colégio Tradição By Ped,Autosserviço,Não atingiu requisito mínimo,0
111457,Colégio UP Objetivo,Autosserviço,Não atingiu requisito mínimo,0
108951,Colégio Uni Neves,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
106130,Colégio Universitário,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
26074,Colégio Universo – Barcarena,Autosserviço,Atingiu requisito mínimo + isaac Score,4
26907,Colégio União - PB,Autosserviço,Não atingiu requisito mínimo,0
111841,Colégio Veiga & Saboia - Unidade Marambaia,Autosserviço,Não atingiu requisito mínimo,0
